اسم السيارة,موديل السيارة,سعر السيارة,لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات,حالة الإعلان,تاريخ نشر الإعلان,تاريخ إنتهاء الإعلان,Number_of_Additions,فتحة السقف,الدفع
سكودا اوكتافيا,موديل سنة 2010,64000 شيكل,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,285 الف,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-16,2019-12-16,5.0,0.0,
سكودا اوكتافيا,موديل سنة 2013,65000 شيكل,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-16,2019-12-31,5.0,0.0,
فولكسفاجن ترانسبورتر,موديل سنة 1985,13000 شيكل,أزرق,ديزل,خصوصي,فلسطينية,عادي,يدوي,1900,,7+1,إمكانية التقسيط,للبيع أو التبديل,,,إعلان منتهي,2019-11-16,2019-12-16,0.0,0.0,
دراجة نارية Sym joui ride 200 evo 2016,موديل سنة 2016,13000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,200,,1+1,نقدا فقط,للبيع فقط,يد اولى,جنطات مغنيسيومفرش جلد,إعلان منتهي,2019-11-16,2019-12-31,2.0,0.0,
فولكسفاجن توران,موديل سنة 2009,70000 شيكل,أسود ميتالك,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1900,290,6+1,نقدا فقط,للبيع أو التبديل,يد أولى,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-17,2019-12-17,6.0,0.0,
فولكسفاجن جيتا,موديل سنة 1999,25000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,000,4+1,إمكانية التقسيط,للبيع فقط,تانبه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-17,2019-12-17,7.0,1.0,
كيا سورينتو,موديل سنة 2015,120000 شيكل,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,6+1,نقدا فقط,للبيع فقط,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-17,2020-01-01,7.0,0.0,
فولكسفاجن جولف,موديل سنة 1985,16000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,,4+1,نقدا فقط,للبيع أو التبديل,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-18,2019-12-03,7.0,1.0,
سكودا اوكتافيا,موديل سنة 2009,65000 شيكل,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1009,,4+1,إمكانية التقسيط,للبيع فقط,,مُكيّفإغلاق مركزيمسجل CD,إعلان منتهي,2019-11-18,2019-12-18,3.0,0.0,
اوبل استرا,موديل سنة 2006,40000 شيكل,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,1,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDوسادة حماية هوائية,إعلان منتهي,2019-11-18,2019-12-18,5.0,0.0,
سكودا اوكتافيا,موديل سنة 2011,70000 شيكل,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000,4+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-18,2019-12-18,7.0,0.0,
هونداي سوناتا,موديل سنة 1999,17000 شيكل,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,00000,4+1,إمكانية التقسيط,للبيع أو التبديل,4,مسجل CDوسادة حماية هوائية,إعلان منتهي,2019-11-24,2019-12-24,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
ميتسوبيشي 2003,موديل سنة 2003,40000 شيكل,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3500,,6+1,نقدا فقط,للبيع فقط,يد ثانية,,إعلان منتهي,2019-11-19,2019-12-19,0.0,0.0,
بيجو 306,موديل سنة 1998,24500 شيكل,أزرق,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,1900,١٩٩٠٠٠,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-20,2019-12-20,6.0,0.0,
هونداي اكسنت,موديل سنة 2016,65000 شيكل,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٤٠٠٠٠,4+1,إمكانية التقسيط,للبيع فقط,يد ثانية,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-20,2019-12-20,7.0,0.0,
كيا سبورتاج,موديل سنة 2017,97000 شيكل,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,٤٠٠٠٠,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-20,2019-12-20,7.0,0.0,
فولكسفاجن بولو,موديل سنة 1984,16000 شيكل,أحمر,ديزل,خصوصي,فلسطينية,عادي,يدوي,1900,0000,4+1,إمكانية التقسيط,للبيع أو التبديل,5,,إعلان منتهي,2019-11-20,2019-12-20,0.0,0.0,
فولكسفاجن GTI,موديل سنة 2015,135000 شيكل,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,استيراد مباشر من اوروبا,إغلاق مركزيمسجل CDفتحة سقفوسادة حماية هوائية,إعلان منتهي,2019-12-24,2020-01-23,3.0,1.0,
سيت قرطبة,موديل سنة 2001,19000 شيكل,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,نقدا فقط,للبيع أو التبديل,,إغلاق مركزيجهاز إنذارمسجل CD,إعلان منتهي,2019-11-20,2019-12-20,3.0,0.0,
بيجو بارتنر,موديل سنة 2012,60000 شيكل,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-21,2019-12-21,5.0,0.0,
بي ام دبليو 335,موديل سنة 2008,130000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,188000,4+1,إمكانية التقسيط,للبيع أو التبديل,يد ثالثه,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-21,2019-12-21,7.0,1.0,
هونداي سانتافيه,موديل سنة 2011,85000 شيكل,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,١٥٢الف,6+1,نقدا فقط,للبيع فقط,١,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-21,2019-12-06,6.0,1.0,
كيا بيكانتو,موديل سنة 2016,47000 شيكل,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,٣٠٠٠,4+1,نقدا فقط,للبيع فقط,٠,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2020-02-24,2020-03-25,7.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
مازدا 323,موديل سنة 1993,25000 شيكل,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,١١٠,4+1,إمكانية التقسيط,للبيع أو التبديل,٥,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-23,2019-12-23,7.0,0.0,
دايو نوبيرا,موديل سنة 2000,22000 شيكل,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,4+1,نقدا فقط,للبيع فقط,4,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-23,2019-12-23,6.0,0.0,
,,,,,,,,,,,,,,,,,,,,,
بي ام دبليو x3,موديل سنة 2015,190000 شيكل,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,00,4+1,إمكانية التقسيط,للبيع فقط,0000,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-26,2020-01-10,7.0,1.0,
ستروين 2007,موديل سنة 2007,40000 شيكل,أزرق سماوي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,......,4+1,نقدا فقط,للبيع فقط,5,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-23,2019-12-23,7.0,0.0,
هونداي i25,موديل سنة 2013,53000 شيكل,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100000,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-24,2019-12-24,6.0,0.0,
اودي A6,موديل سنة 2012,115000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,115000 كم,4+1,إمكانية التقسيط,للبيع أو التبديل,,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-25,2019-12-26,6.0,0.0,
دراجة نارية 2016,موديل سنة 2016,6500 شيكل,أصفر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,125,1+1,نقدا فقط,للبيع فقط,0,مُكيّففتحة سقف,إعلان منتهي,2019-11-25,2019-12-10,1.0,1.0,
كيا اوبتيما,موديل سنة 2015,85000 شيكل,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-26,2019-12-16,7.0,1.0,
بي ام دبليو 318,موديل سنة 2005,55000 شيكل,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,إمكانية التقسيط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-26,2019-12-11,7.0,1.0,
سكودا سوبيرب,موديل سنة 2015,115000 شيكل,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع أو التبديل,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-26,2019-12-26,7.0,1.0,
فولكسفاجن بورا,موديل سنة 2001,8000 شيكل,سكني,بنزين,خصوصي,نمرة صفراء,عادي,الكتروني,2000,260,4+1,نقدا فقط,للبيع فقط,,,إعلان منتهي,2019-11-26,2019-12-26,0.0,0.0,
كيا سبورتاج,موديل سنة 2016,98000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,9000,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-26,2019-12-26,7.0,1.0,
كيا بيكانتو,موديل سنة 2015,45000 شيكل,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,٤٩٠٠٠,4+1,نقدا فقط,للبيع فقط,يد اولى,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-26,2019-12-26,7.0,1.0,
اوبل زافيرا,موديل سنة 2002,32000 شيكل,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,١٢٣٤٥٦٧٨٩,6+1,نقدا فقط,للبيع فقط,٢,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-26,2020-01-05,6.0,0.0,
كيا ريو,موديل سنة 2011,35000 شيكل,أبيض,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,إمكانية التقسيط,للبيع فقط,1,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوموسادة حماية هوائية,إعلان منتهي,2019-11-27,2019-12-27,5.0,0.0,
ميتسوبيشي I300,موديل سنة 2009,30000 شيكل,أبيض عاجي,بنزين,حكومي,فلسطينية,عادي,يدوي,2400,,2+1,نقدا فقط,للبيع فقط,,,إعلان منتهي,2019-11-27,2019-12-27,0.0,0.0,
فولكسفاجن جولف,موديل سنة 2008,48000 شيكل,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع أو التبديل,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-12-08,2020-01-22,6.0,0.0,
فورد فيستا,موديل سنة 2012,39000 شيكل,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,4+1,إمكانية التقسيط,للبيع أو التبديل,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CD,إعلان منتهي,2019-12-08,2020-01-07,4.0,0.0,
هونداي توسان,موديل سنة 2016,125000 شيكل,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,000,,إمكانية التقسيط,للبيع فقط,,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDفتحة سقفجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-27,2019-12-27,7.0,1.0,
ديهاتسو  ابلاوس,موديل سنة 2000,20000 شيكل,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع أو التبديل,يد ثانية,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيوم,إعلان منتهي,2019-11-27,2020-01-11,4.0,0.0,
سكودا اوكتافيا,موديل سنة 2013,85000 شيكل,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,4,4+1,إمكانية التقسيط,للبيع أو التبديل,2,مُكيّفإغلاق مركزيجهاز إنذارمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-27,2020-01-11,7.0,0.0,
ستروين DS3,موديل سنة 2012,50000 شيكل,زيتي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,125000,4+1,إمكانية التقسيط,للبيع فقط,اولى,مُكيّفإغلاق مركزيمسجل CDجنطات مغنيسيومفرش جلدوسادة حماية هوائية,إعلان منتهي,2019-11-28,2019-12-28,6.0,0.0,
